id,title,description,url
3422,Minimum Operations to Make Subarray Elements Equal,"You are given an integer array nums and an integer k . You can perform the following operation any number of times: Increase or decrease any element of nums by 1. Return the minimum number of operations required to ensure that at least one subarray of size k in nums has all elements equal. Example 1: Input: nums = [4,-3,2,1,-4,6], k = 3 Output: 5 Explanation: Use 4 operations to add 4 to nums[1] . The resulting array is [4, 1, 2, 1, -4, 6] . Use 1 operation to subtract 1 from nums[2] . The resulting array is [4, 1, 1, 1, -4, 6] . The array now contains a subarray [1, 1, 1] of size k = 3 with all elements equal. Hence, the answer is 5. Example 2: Input: nums = [-2,-2,3,1,4], k = 2 Output: 0 Explanation: The subarray [-2, -2] of size k = 2 already contains all equal elements, so no operations are needed. Hence, the answer is 0. Constraints: 2 <= nums.length <= 10 5 -10 6 <= nums[i] <= 10 6 2 <= k <= nums.length",https://leetcode.ca/2025-02-04-3422-Minimum-Operations-to-Make-Subarray-Elements-Equal
3423,Maximum Difference Between Adjacent Elements in a Circular Array,"Given a circular array nums , find the maximum absolute difference between adjacent elements. Note : In a circular array, the first and last elements are adjacent. Example 1: Input: nums = [1,2,4] Output: 3 Explanation: Because nums is circular, nums[0] and nums[2] are adjacent. They have the maximum absolute difference of \|4 - 1\| = 3 . Example 2: Input: nums = [-5,-10,-5] Output: 5 Explanation: The adjacent elements nums[0] and nums[1] have the maximum absolute difference of \|-5 - (-10)\| = 5 . Constraints: 2 <= nums.length <= 100 -100 <= nums[i] <= 100",https://leetcode.ca/2025-02-05-3423-Maximum-Difference-Between-Adjacent-Elements-in-a-Circular-Array
3424,Minimum Cost to Make Arrays Identical,"You are given two integer arrays arr and brr of length n , and an integer k . You can perform the following operations on arr any number of times: Split arr into any number of contiguous subarrays and rearrange these subarrays in any order . This operation has a fixed cost of k . Choose any element in arr and add or subtract a positive integer x to it. The cost of this operation is x . Return the minimum total cost to make arr equal to brr . Example 1: Input: arr = [-7,9,5], brr = [7,-2,-5], k = 2 Output: 13 Explanation: Split arr into two contiguous subarrays: [-7] and [9, 5] and rearrange them as [9, 5, -7] , with a cost of 2. Subtract 2 from element arr[0] . The array becomes [7, 5, -7] . The cost of this operation is 2. Subtract 7 from element arr[1] . The array becomes [7, -2, -7] . The cost of this operation is 7. Add 2 to element arr[2] . The array becomes [7, -2, -5] . The cost of this operation is 2. The total cost to make the arrays equal is 2 + 2 + 7 + 2 = 13 . Example 2: Input: arr = [2,1], brr = [2,1], k = 0 Output: 0 Explanation: Since the arrays are already equal, no operations are needed, and the total cost is 0. Constraints: 1 <= arr.length == brr.length <= 10 5 0 <= k <= 2 * 10 10 -10 5 <= arr[i] <= 10 5 -10 5 <= brr[i] <= 10 5",https://leetcode.ca/2025-02-06-3424-Minimum-Cost-to-Make-Arrays-Identical
3425,Longest Special Path,"You are given an undirected tree rooted at node 0 with n nodes numbered from 0 to n - 1 , represented by a 2D array edges of length n - 1 , where edges[i] = [u i , v i , length i ] indicates an edge between nodes u i and v i with length length i . You are also given an integer array nums , where nums[i] represents the value at node i . A special path is defined as a downward path from an ancestor node to a descendant node such that all the values of the nodes in that path are unique . Note that a path may start and end at the same node. Return an array result of size 2, where result[0] is the length of the longest special path, and result[1] is the minimum number of nodes in all possible longest special paths. Example 1: Input: edges = [[0,1,2],[1,2,3],[1,3,5],[1,4,4],[2,5,6]], nums = [2,1,2,1,3,1] Output: [6,2] Explanation: In the image below, nodes are colored by their corresponding values in nums The longest special paths are 2 -> 5 and 0 -> 1 -> 4 , both having a length of 6. The minimum number of nodes across all longest special paths is 2. Example 2: Input: edges = [[1,0,8]], nums = [2,2] Output: [0,1] Explanation: The longest special paths are 0 and 1 , both having a length of 0. The minimum number of nodes across all longest special paths is 1. Constraints: 2 <= n <= 5 * 10 4 edges.length == n - 1 edges[i].length == 3 0 <= u i , v i < n 1 <= length i <= 10 3 nums.length == n 0 <= nums[i] <= 5 * 10 4 The input is generated such that edges represents a valid tree.",https://leetcode.ca/2025-02-07-3425-Longest-Special-Path
3426,Manhattan Distances of All Arrangements of Pieces,"You are given three integers m , n , and k . There is a rectangular grid of size m × n containing k identical pieces. Return the sum of Manhattan distances between every pair of pieces over all valid arrangements of pieces. A valid arrangement is a placement of all k pieces on the grid with at most one piece per cell. Since the answer may be very large, return it modulo 10 9 + 7 . The Manhattan Distance between two cells (x i , y i ) and (x j , y j ) is \|x i - x j \| + \|y i - y j \| . Example 1: Input: m = 2, n = 2, k = 2 Output: 8 Explanation: The valid arrangements of pieces on the board are: In the first 4 arrangements, the Manhattan distance between the two pieces is 1. In the last 2 arrangements, the Manhattan distance between the two pieces is 2. Thus, the total Manhattan distance across all valid arrangements is 1 + 1 + 1 + 1 + 2 + 2 = 8 . Example 2: Input: m = 1, n = 4, k = 3 Output: 20 Explanation: The valid arrangements of pieces on the board are: The first and last arrangements have a total Manhattan distance of 1 + 1 + 2 = 4 . The middle two arrangements have a total Manhattan distance of 1 + 2 + 3 = 6 . The total Manhattan distance between all pairs of pieces across all arrangements is 4 + 6 + 6 + 4 = 20 . Constraints: 1 <= m, n <= 10 5 2 <= m * n <= 10 5 2 <= k <= m * n",https://leetcode.ca/2025-02-08-3426-Manhattan-Distances-of-All-Arrangements-of-Pieces
3427,Sum of Variable Length Subarrays,"You are given an integer array nums of size n . For each index i where 0 <= i < n , define a subarray nums[start ... i] where start = max(0, i - nums[i]) . Return the total sum of all elements from the subarray defined for each index in the array. Example 1: Input: nums = [2,3,1] Output: 11 Explanation: i Subarray Sum 0 nums[0] = [2] 2 1 nums[0 ... 1] = [2, 3] 5 2 nums[1 ... 2] = [3, 1] 4 Total Sum 11 The total sum is 11. Hence, 11 is the output. Example 2: Input: nums = [3,1,1,2] Output: 13 Explanation: i Subarray Sum 0 nums[0] = [3] 3 1 nums[0 ... 1] = [3, 1] 4 2 nums[1 ... 2] = [1, 1] 2 3 nums[1 ... 3] = [1, 1, 2] 4 Total Sum 13 The total sum is 13. Hence, 13 is the output. Constraints: 1 <= n == nums.length <= 100 1 <= nums[i] <= 1000",https://leetcode.ca/2025-02-09-3427-Sum-of-Variable-Length-Subarrays
3428,Maximum and Minimum Sums of at Most Size K Subsequences,"You are given an integer array nums and a positive integer k . Return the sum of the maximum and minimum elements of all subsequences of nums with at most k elements. Since the answer may be very large, return it modulo 10 9 + 7 . Example 1: Input: nums = [1,2,3], k = 2 Output: 24 Explanation: The subsequences of nums with at most 2 elements are: Subsequence Minimum Maximum Sum [1] 1 1 2 [2] 2 2 4 [3] 3 3 6 [1, 2] 1 2 3 [1, 3] 1 3 4 [2, 3] 2 3 5 Final Total 24 The output would be 24. Example 2: Input: nums = [5,0,6], k = 1 Output: 2 2 Explanation: For subsequences with exactly 1 element, the minimum and maximum values are the element itself. Therefore, the total is 5 + 5 + 0 + 0 + 6 + 6 = 22 . Example 3: Input: nums = [1,1,1], k = 2 Output: 12 Explanation: The subsequences [1, 1] and [1] each appear 3 times. For all of them, the minimum and maximum are both 1. Thus, the total is 12. Constraints: 1 <= nums.length <= 10 5 0 <= nums[i] <= 10 9 1 <= k <= min(70, nums.length)",https://leetcode.ca/2025-02-10-3428-Maximum-and-Minimum-Sums-of-at-Most-Size-K-Subsequences
3429,Paint House IV,"You are given an even integer n representing the number of houses arranged in a straight line, and a 2D array cost of size n x 3 , where cost[i][j] represents the cost of painting house i with color j + 1 . The houses will look beautiful if they satisfy the following conditions: No two adjacent houses are painted the same color. Houses equidistant from the ends of the row are not painted the same color. For example, if n = 6 , houses at positions (0, 5) , (1, 4) , and (2, 3) are considered equidistant. Return the minimum cost to paint the houses such that they look beautiful . Example 1: Input: n = 4, cost = [[3,5,7],[6,2,9],[4,8,1],[7,3,5]] Output: 9 Explanation: The optimal painting sequence is [1, 2, 3, 2] with corresponding costs [3, 2, 1, 3] . This satisfies the following conditions: No adjacent houses have the same color. Houses at positions 0 and 3 (equidistant from the ends) are not painted the same color (1 != 2) . Houses at positions 1 and 2 (equidistant from the ends) are not painted the same color (2 != 3) . The minimum cost to paint the houses so that they look beautiful is 3 + 2 + 1 + 3 = 9 . Example 2: Input: n = 6, cost = [[2,4,6],[5,3,8],[7,1,9],[4,6,2],[3,5,7],[8,2,4]] Output: 18 Explanation: The optimal painting sequence is [1, 3, 2, 3, 1, 2] with corresponding costs [2, 8, 1, 2, 3, 2] . This satisfies the following conditions: No adjacent houses have the same color. Houses at positions 0 and 5 (equidistant from the ends) are not painted the same color (1 != 2) . Houses at positions 1 and 4 (equidistant from the ends) are not painted the same color (3 != 1) . Houses at positions 2 and 3 (equidistant from the ends) are not painted the same color (2 != 3) . The minimum cost to paint the houses so that they look beautiful is 2 + 8 + 1 + 2 + 3 + 2 = 18 . Constraints: 2 <= n <= 10 5 n is even. cost.length == n cost[i].length == 3 0 <= cost[i][j] <= 10 5",https://leetcode.ca/2025-02-11-3429-Paint-House-IV
3430,Maximum and Minimum Sums of at Most Size K Subarrays,"You are given an integer array nums and a positive integer k . Return the sum of the maximum and minimum elements of all subarrays with at most k elements. Example 1: Input: nums = [1,2,3], k = 2 Output: 20 Explanation: The subarrays of nums with at most 2 elements are: Subarray Minimum Maximum Sum [1] 1 1 2 [2] 2 2 4 [3] 3 3 6 [1, 2] 1 2 3 [2, 3] 2 3 5 Final Total 20 The output would be 20. Example 2: Input: nums = [1,-3,1], k = 2 Output: -6 Explanation: The subarrays of nums with at most 2 elements are: Subarray Minimum Maximum Sum [1] 1 1 2 [-3] -3 -3 -6 [1] 1 1 2 [1, -3] -3 1 -2 [-3, 1] -3 1 -2 Final Total -6 The output would be -6. Constraints: 1 <= nums.length <= 80000 1 <= k <= nums.length -10 6 <= nums[i] <= 10 6",https://leetcode.ca/2025-02-12-3430-Maximum-and-Minimum-Sums-of-at-Most-Size-K-Subarrays
3431,Minimum Unlocked Indices to Sort Nums,"You are given an array nums consisting of integers between 1 and 3, and a binary array locked of the same size. We consider nums sortable if it can be sorted using adjacent swaps, where a swap between two indices i and i + 1 is allowed if nums[i] - nums[i + 1] == 1 and locked[i] == 0 . In one operation, you can unlock any index i by setting locked[i] to 0. Return the minimum number of operations needed to make nums sortable . If it is not possible to make nums sortable, return -1. Example 1: Input: nums = [1,2,1,2,3,2], locked = [1,0,1,1,0,1] Output: 0 Explanation: We can sort nums using the following swaps: swap indices 1 with 2 swap indices 4 with 5 So, there is no need to unlock any index. Example 2: Input: nums = [1,2,1,1,3,2,2], locked = [1,0,1,1,0,1,0] Output: 2 Explanation: If we unlock indices 2 and 5, we can sort nums using the following swaps: swap indices 1 with 2 swap indices 2 with 3 swap indices 4 with 5 swap indices 5 with 6 Example 3: Input: nums = [1,2,1,2,3,2,1], locked = [0,0,0,0,0,0,0] Output: -1 Explanation: Even if all indices are unlocked, it can be shown that nums is not sortable. Constraints: 1 <= nums.length <= 10 5 1 <= nums[i] <= 3 locked.length == nums.length 0 <= locked[i] <= 1",https://leetcode.ca/2025-02-13-3431-Minimum-Unlocked-Indices-to-Sort-Nums
